gene,name,GO,description,meta
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0009793,embryo development ending in seed dormancy,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0016925,protein sumoylation,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0043090,amino acid import,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0009407,toxin catabolic process,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0016579,protein deubiquitination,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0010332,response to gamma radiation,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:1901700,response to oxygen-containing compound,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0007126,meiosis,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0016567,protein ubiquitination,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0005829,cytosol,C
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0043247,telomere maintenance in response to DNA damage,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0004839,ubiquitin activating enzyme activity,F
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0009506,plasmodesma,C
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0010388,cullin deneddylation,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0009653,anatomical structure morphogenesis,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0080129,proteasome core complex assembly,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0006342,chromatin silencing,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0048513,organ development,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0019948,SUMO activating enzyme activity,F
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0032204,regulation of telomere maintenance,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0006888,ER to Golgi vesicle-mediated transport,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0007165,signal transduction,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0005886,plasma membrane,C
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0004842,ubiquitin-protein ligase activity,F
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0000741,karyogamy,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0005515,protein binding,F
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0009560,embryo sac egg cell differentiation,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0043161,proteasomal ubiquitin-dependent protein catabolic process,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0009640,photomorphogenesis,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0006310,DNA recombination,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0051788,response to misfolded protein,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0051567,histone H3-K9 methylation,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0010564,regulation of cell cycle process,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0071310,cellular response to organic substance,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0046686,response to cadmium ion,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0005634,nucleus,C
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0006635,fatty acid beta-oxidation,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0051707,response to other organism,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0009725,response to hormone stimulus,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0006487,protein N-linked glycosylation,P
Locus_7634_Transcript_1_Length_3703_genewise_newlength_3701__CDS__207__3419.orfnuc.phy,sumo-activating enzyme subunit 1b,GO:0005524,ATP binding,F
Locus_17280_Transcript_5_Length_1160_genewise_newlength_1160__CDS__305__892.orfnuc.phy,survival phosphatase nucleotidase,GO:0005829,cytosol,C
Locus_17280_Transcript_5_Length_1160_genewise_newlength_1160__CDS__305__892.orfnuc.phy,survival phosphatase nucleotidase,GO:0016787,hydrolase activity,F
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0000278,mitotic cell cycle,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0006346,methylation-dependent chromatin silencing,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0016246,RNA interference,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0009631,cold acclimation,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0005515,protein binding,F
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0042542,response to hydrogen peroxide,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0000956,nuclear-transcribed mRNA catabolic process,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0008284,positive regulation of cell proliferation,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0006396,RNA processing,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0003713,transcription coactivator activity,F
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0003677,DNA binding,F
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0007059,chromosome segregation,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0022402,cell cycle process,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0009644,response to high light intensity,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0009735,response to cytokinin stimulus,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0005634,nucleus,C
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0009733,response to auxin stimulus,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0048610,cellular process involved in reproduction,P
Locus_3231_Transcript_1_Length_2992_genewise_newlength_2992__CDS__88__2385.orfnuc.phy,swi snf complex subunit swi3d,GO:0003682,chromatin binding,F
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0044763,single-organism cellular process,P
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0000003,reproduction,P
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0010468,regulation of gene expression,P
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0050896,response to stimulus,P
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0050794,regulation of cellular process,P
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0008270,zinc ion binding,F
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0003682,chromatin binding,F
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0005515,protein binding,F
Locus_6615_Transcript_3_Length_3635_genewise_newlength_3635__CDS__984__3299.orfnuc.phy,swi snf complex subunit swi3d,GO:0003677,DNA binding,F
Locus_5046_Transcript_1_Length_2330_genewise_newlength_2330__CDS__390__1940.orfnuc.phy,swib mdm2 domain-containing protein,GO:0008284,positive regulation of cell proliferation,P
Locus_5046_Transcript_1_Length_2330_genewise_newlength_2330__CDS__390__1940.orfnuc.phy,swib mdm2 domain-containing protein,GO:0010224,response to UV-B,P
Locus_5046_Transcript_1_Length_2330_genewise_newlength_2330__CDS__390__1940.orfnuc.phy,swib mdm2 domain-containing protein,GO:0000956,nuclear-transcribed mRNA catabolic process,P
Locus_5046_Transcript_1_Length_2330_genewise_newlength_2330__CDS__390__1940.orfnuc.phy,swib mdm2 domain-containing protein,GO:0048364,root development,P
Locus_5046_Transcript_1_Length_2330_genewise_newlength_2330__CDS__390__1940.orfnuc.phy,swib mdm2 domain-containing protein,GO:0005634,nucleus,C
Locus_5046_Transcript_1_Length_2330_genewise_newlength_2330__CDS__390__1940.orfnuc.phy,swib mdm2 domain-containing protein,GO:0006281,DNA repair,P
Locus_5046_Transcript_1_Length_2330_genewise_newlength_2330__CDS__390__1940.orfnuc.phy,swib mdm2 domain-containing protein,GO:0005515,protein binding,F
Locus_3398_Transcript_8_Length_3484_genewise_newlength_3484__CDS__952__2958.orfnuc.phy,swim zinc finger domain-containing protein,GO:0005634,nucleus,C
Locus_3398_Transcript_8_Length_3484_genewise_newlength_3484__CDS__952__2958.orfnuc.phy,swim zinc finger domain-containing protein,GO:0008270,zinc ion binding,F
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0010118,stomatal movement,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0045324,late endosome to vacuole transport,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0016049,cell growth,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0052543,callose deposition in cell wall,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0006623,protein targeting to vacuole,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0016021,integral to membrane,C
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0009660,amyloplast organization,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0000902,cell morphogenesis,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0009556,microsporogenesis,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0006891,intra-Golgi vesicle-mediated transport,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0009705,plant-type vacuole membrane,C
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0005484,SNAP receptor activity,F
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0006896,Golgi to vacuole transport,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0061025,membrane fusion,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0005770,late endosome,C
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0010200,response to chitin,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0009959,negative gravitropism,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0007030,Golgi organization,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0030140,trans-Golgi network transport vesicle,C
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0007033,vacuole organization,P
Locus_5357_Transcript_4_Length_1959_genewise_newlength_1261__CDS__67__876.orfnuc.phy,syntaxin-22,GO:0005634,nucleus,C
Locus_2086_Transcript_7_Length_4208_genewise_newlength_4090__CDS__277__3669.orfnuc.phy,t-complex protein 11,GO:0009506,plasmodesma,C
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0009414,response to water deprivation,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0035265,organ growth,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0048609,multicellular organismal reproductive process,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0048481,ovule development,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0010093,specification of floral organ identity,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0048364,root development,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0040019,positive regulation of embryonic development,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:1901959,positive regulation of cutin biosynthetic process,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0048316,seed development,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0010187,negative regulation of seed germination,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0045723,positive regulation of fatty acid biosynthetic process,P
Locus_11708_Transcript_1_Length_1949_genewise_newlength_1949__CDS__644__1390.orfnuc.phy,target of early activation tagged 1,GO:0009651,response to salt stress,P
