gene,name,GO,description,meta
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0016036,cellular response to phosphate starvation,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0005515,protein binding,F
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0009640,photomorphogenesis,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0070647,protein modification by small protein conjugation or removal,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0048513,organ development,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0005829,cytosol,C
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0006511,ubiquitin-dependent protein catabolic process,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0048608,reproductive structure development,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0006996,organelle organization,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0004842,ubiquitin-protein ligase activity,F
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0006301,postreplication repair,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0055062,phosphate ion homeostasis,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0006817,phosphate ion transport,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0046907,intracellular transport,P
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0005634,nucleus,C
Locus_1576_Transcript_7_Length_3371_genewise_newlength_3371__CDS__2059__2910,ubiquitin-conjugating enzyme e2 8,GO:0050793,regulation of developmental process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0080024,indolebutyric acid metabolic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0080046,quercetin 4'-O-glucosyltransferase activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0009751,response to salicylic acid stimulus,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0019761,glucosinolate biosynthetic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0044248,cellular catabolic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0080044,quercetin 7-O-glucosyltransferase activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0042631,cellular response to water deprivation,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0042742,defense response to bacterium,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0070301,cellular response to hydrogen peroxide,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0046482,para-aminobenzoic acid metabolic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0052638,indole-3-butyrate beta-glucosyltransferase activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0009411,response to UV,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0052639,salicylic acid glucosyltransferase (ester-forming) activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0010016,shoot system morphogenesis,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0044712,single-organism catabolic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0052640,salicylic acid glucosyltransferase (glucoside-forming) activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0052544,defense response by callose deposition in cell wall,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0050794,regulation of cellular process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0071215,cellular response to abscisic acid stimulus,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0009813,flavonoid biosynthetic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0080167,response to karrikin,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0047251,thiohydroximate beta-D-glucosyltransferase activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0010294,abscisic acid glucosyltransferase activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0009696,salicylic acid metabolic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0044765,single-organism transport,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0044444,cytoplasmic part,C
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0071475,cellular hyperosmotic salinity response,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0080002,UDP-glucose:4-aminobenzoate acylglucosyltransferase activity,F
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0018874,benzoate metabolic process,P
Locus_9650_Transcript_1_Length_1513_genewise_newlength_1513__CDS__39__1403,udp-glycosyltransferase 74 f1,GO:0052641,benzoic acid glucosyltransferase activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0080024,indolebutyric acid metabolic process,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0080046,quercetin 4'-O-glucosyltransferase activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0009751,response to salicylic acid stimulus,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0019761,glucosinolate biosynthetic process,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0080044,quercetin 7-O-glucosyltransferase activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0042631,cellular response to water deprivation,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0042742,defense response to bacterium,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0070301,cellular response to hydrogen peroxide,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0006820,anion transport,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0046482,para-aminobenzoic acid metabolic process,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0052638,indole-3-butyrate beta-glucosyltransferase activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0009411,response to UV,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0052639,salicylic acid glucosyltransferase (ester-forming) activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0010016,shoot system morphogenesis,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0052640,salicylic acid glucosyltransferase (glucoside-forming) activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0052544,defense response by callose deposition in cell wall,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0071215,cellular response to abscisic acid stimulus,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0009813,flavonoid biosynthetic process,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0080167,response to karrikin,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0071705,nitrogen compound transport,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0047251,thiohydroximate beta-D-glucosyltransferase activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0010294,abscisic acid glucosyltransferase activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0009696,salicylic acid metabolic process,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0044444,cytoplasmic part,C
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0071475,cellular hyperosmotic salinity response,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0080002,UDP-glucose:4-aminobenzoate acylglucosyltransferase activity,F
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0018874,benzoate metabolic process,P
Locus_24608_Transcript_1_Length_1681_genewise_newlength_1679__CDS__93__1475,udp-glycosyltransferase 74 f1,GO:0052641,benzoic acid glucosyltransferase activity,F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0048046,apoplast,C
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0009744,response to sucrose stimulus,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0008830,"dTDP-4-dehydrorhamnose 3,5-epimerase activity",F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010253,UDP-rhamnose biosynthetic process,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010489,"UDP-4-keto-6-deoxy-glucose-3,5-epimerase activity",F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0009507,chloroplast,C
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010214,seed coat development,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0005794,Golgi apparatus,C
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0050377,"UDP-glucose 4,6-dehydratase activity",F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0019305,dTDP-rhamnose biosynthetic process,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0005829,cytosol,C
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0051555,flavonol biosynthetic process,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010224,response to UV-B,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010315,auxin efflux,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0071554,cell wall organization or biogenesis,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010192,mucilage biosynthetic process,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0008831,dTDP-4-dehydrorhamnose reductase activity,F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010490,UDP-4-keto-rhamnose-4-keto-reductase activity,F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0044446,intracellular organelle part,C
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0009506,plasmodesma,C
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0005886,plasma membrane,C
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0010280,UDP-L-rhamnose synthase activity,F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0045226,extracellular polysaccharide biosynthetic process,P
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0008460,"dTDP-glucose 4,6-dehydratase activity",F
Locus_2772_Transcript_1_Length_2518_genewise_newlength_2518__CDS__303__2291,udp-xyl synthase 6,GO:0050662,coenzyme binding,F
Locus_294_Transcript_2_Length_1833_genewise_newlength_1331__CDS__718__1329,uncharacterized protein,GO:0005634,nucleus,C
Locus_1299_Transcript_15_Length_2056_genewise_newlength_2056__CDS__1406__1885,uncharacterized protein,GO:0009507,chloroplast,C
Locus_11806_Transcript_9_Length_2269_genewise_newlength_2269__CDS__991__1947,uncharacterized protein,GO:0005794,Golgi apparatus,C
Locus_11016_Transcript_1_Length_1145_genewise_newlength_1145__CDS__213__998,uncharacterized protein,GO:0005515,protein binding,F
Locus_11016_Transcript_1_Length_1145_genewise_newlength_1145__CDS__213__998,uncharacterized protein,GO:0009507,chloroplast,C
Locus_10093_Transcript_4_Length_2145_genewise_newlength_1889__CDS__753__1052,uncharacterized protein,GO:0005634,nucleus,C
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0071472,cellular response to salt stress,P
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0042744,hydrogen peroxide catabolic process,P
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0005432,calcium:sodium antiporter activity,F
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0005509,calcium ion binding,F
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0000325,plant-type vacuole,C
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0009506,plasmodesma,C
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0005774,vacuolar membrane,C
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0055074,calcium ion homeostasis,P
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0007030,Golgi organization,P
Locus_12969_Transcript_2_Length_2240_genewise_newlength_2240__CDS__63__1775,vacuolar cation proton exchanger 5,GO:0007033,vacuole organization,P
