gen,name,GO,description,meta
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009695,jasmonic acid biosynthetic process,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009863,salicylic acid mediated signaling pathway,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009965,leaf morphogenesis,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0043425,bHLH transcription factor binding,F
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009738,abscisic acid mediated signaling pathway,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0016570,histone modification,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0010114,response to red light,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0048658,anther wall tapetum development,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0010200,response to chitin,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0043619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0043069,negative regulation of programmed cell death,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0016036,cellular response to phosphate starvation,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0010187,negative regulation of seed germination,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0007029,endoplasmic reticulum organization,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009867,jasmonic acid mediated signaling pathway,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009506,plasmodesma,C
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0048449,floral organ formation,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009941,chloroplast envelope,C
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009620,response to fungus,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0006612,protein targeting to membrane,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009555,pollen development,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009733,response to auxin stimulus,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009723,response to ethylene stimulus,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0005739,mitochondrion,C
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009963,positive regulation of flavonoid biosynthetic process,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009957,epidermal cell fate specification,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0003677,DNA binding,F
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0042538,hyperosmotic salinity response,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009909,regulation of flower development,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0007623,circadian rhythm,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:2000068,regulation of defense response to insect,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009269,response to desiccation,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009409,response to cold,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0005509,calcium ion binding,F
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0010154,fruit development,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0048440,carpel development,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0005634,nucleus,C
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0051090,regulation of sequence-specific DNA binding transcription factor activity,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009718,anthocyanin-containing compound biosynthetic process,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0080147,root hair cell development,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009611,response to wounding,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0009567,double fertilization forming a zygote and endosperm,P
Locus_13095_Transcript_3_Length_1892_genewise_newlength_1279__CDS__322__912,transcription factor ice1,GO:0046983,protein dimerization activity,F
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010161,red light signaling pathway,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009585,"red, far-red light phototransduction",P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009693,ethylene biosynthetic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0008610,lipid biosynthetic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009959,negative gravitropism,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0032787,monocarboxylic acid metabolic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0006520,cellular amino acid metabolic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010313,phytochrome binding,F
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010187,negative regulation of seed germination,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010600,regulation of auxin biosynthetic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009506,plasmodesma,C
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010100,negative regulation of photomorphogenesis,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009704,de-etiolation,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010047,fruit dehiscence,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009740,gibberellic acid mediated signaling pathway,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0044255,cellular lipid metabolic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0042802,identical protein binding,F
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0006790,sulfur compound metabolic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0003677,DNA binding,F
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0046394,carboxylic acid biosynthetic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0007623,circadian rhythm,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009641,shade avoidance,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0006783,heme biosynthetic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009409,response to cold,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010154,fruit development,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0015995,chlorophyll biosynthetic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0048440,carpel development,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0005634,nucleus,C
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0031539,positive regulation of anthocyanin metabolic process,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0010928,regulation of auxin mediated signaling pathway,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0080147,root hair cell development,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0009567,double fertilization forming a zygote and endosperm,P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0006355,"regulation of transcription, DNA-dependent",P
Locus_12727_Transcript_8_Length_2861_genewise_newlength_2668__CDS__632__2059,transcription factor pif5,GO:0046983,protein dimerization activity,F
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0044272,sulfur compound biosynthetic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0072330,monocarboxylic acid biosynthetic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010161,red light signaling pathway,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0008652,cellular amino acid biosynthetic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009686,gibberellin biosynthetic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009585,"red, far-red light phototransduction",P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010363,regulation of plant-type hypersensitive response,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0003690,double-stranded DNA binding,F
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009693,ethylene biosynthetic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0030003,cellular cation homeostasis,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009959,negative gravitropism,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0031348,negative regulation of defense response,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010313,phytochrome binding,F
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010187,negative regulation of seed germination,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009867,jasmonic acid mediated signaling pathway,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010600,regulation of auxin biosynthetic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010100,negative regulation of photomorphogenesis,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009704,de-etiolation,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010047,fruit dehiscence,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0006612,protein targeting to membrane,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009740,gibberellic acid mediated signaling pathway,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0010310,regulation of hydrogen peroxide metabolic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0042802,identical protein binding,F
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway",P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0007623,circadian rhythm,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0006783,heme biosynthetic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0006732,coenzyme metabolic process,P
Locus_256_Transcript_7_Length_2338_genewise_newlength_1642__CDS__73__1155,transcription factor pif5,GO:0035304,regulation of protein dephosphorylation,P
